fens,moves,score
r2q1rk1/1ppb1p2/p4p2/4P3/1Pp3P1/5B2/PB3P2/RN1QKR2 b Q - 0 19,f6e5,-1
r2q1rk1/1ppb1p2/p7/4p3/1Pp3P1/5B2/PB3P2/RN1QKR2 w Q - 0 20,f3c6,1
r2q1rk1/1ppb1p2/p1B5/4p3/1Pp3P1/8/PB3P2/RN1QKR2 b Q - 1 20,d7c6,-1
r2q1rk1/1pp2p2/p1b5/4p3/1Pp3P1/8/PB3P2/RN1QKR2 w Q - 0 21,b2e5,1
r2q1rk1/1pp2p2/p1b5/4B3/1Pp3P1/8/P4P2/RN1QKR2 b Q - 0 21,d8h4,-1
r4rk1/1pp2p2/p1b5/4B3/1Pp3Pq/8/P4P2/RN1QKR2 w Q - 1 22,b1c3,1
r4rk1/1pp2p2/p1b5/4B3/1Pp3Pq/2N5/P4P2/R2QKR2 b Q - 2 22,h4h3,-1
r4rk1/1pp2p2/p1b5/4B3/1Pp3P1/2N4q/P4P2/R2QKR2 w Q - 3 23,e5f6,1
r4rk1/1pp2p2/p1b2B2/8/1Pp3P1/2N4q/P4P2/R2QKR2 b Q - 4 23,h3g2,-1
r4rk1/1pp2p2/p1b2B2/8/1Pp3P1/2N5/P4Pq1/R2QKR2 w Q - 5 24,f2f3,1
r4rk1/1pp2p2/p1b2B2/8/1Pp3P1/2N2P2/P5q1/R2QKR2 b Q - 0 24,a8e8,-1
4rrk1/1pp2p2/p1b2B2/8/1Pp3P1/2N2P2/P5q1/R2QKR2 w Q - 1 25,c3e4,1
4rrk1/1pp2p2/p1b2B2/8/1Pp1N1P1/5P2/P5q1/R2QKR2 b Q - 2 25,g2f1,-1
4rrk1/1pp2p2/p1b2B2/8/1Pp1N1P1/5P2/P7/R2QKq2 w Q - 0 26,e1f1,1
4rrk1/1pp2p2/p1b2B2/8/1Pp1N1P1/5P2/P7/R2Q1K2 b - - 0 26,g8h7,-1
4rr2/1pp2p1k/p1b2B2/8/1Pp1N1P1/5P2/P7/R2Q1K2 w - - 1 27,f6c3,1
4rr2/1pp2p1k/p1b5/8/1Pp1N1P1/2B2P2/P7/R2Q1K2 b - - 2 27,f7f6,-1
4rr2/1pp4k/p1b2p2/8/1Pp1N1P1/2B2P2/P7/R2Q1K2 w - - 0 28,e4f6,1
4rr2/1pp4k/p1b2N2/8/1Pp3P1/2B2P2/P7/R2Q1K2 b - - 0 28,h7g6,-1
4rr2/1pp5/p1b2Nk1/8/1Pp3P1/2B2P2/P7/R2Q1K2 w - - 1 29,f6e8,1
4Nr2/1pp5/p1b3k1/8/1Pp3P1/2B2P2/P7/R2Q1K2 b - - 0 29,f8e8,-1
4r3/1pp5/p1b3k1/8/1Pp3P1/2B2P2/P7/R2Q1K2 w - - 0 30,d1e2,1
4r3/1pp5/p1b3k1/8/1Pp3P1/2B2P2/P3Q3/R4K2 b - - 1 30,g6g5,-1
4r3/1pp5/p1b5/6k1/1Pp3P1/2B2P2/P3Q3/R4K2 w - - 2 31,e2e3,1
4r3/1pp5/p1b5/6k1/1Pp3P1/2B1QP2/P7/R4K2 b - - 3 31,g5h4,-1
4r3/1pp5/p1b5/8/1Pp3Pk/2B1QP2/P7/R4K2 w - - 4 32,f1e2,1
4r3/1pp5/p1b5/8/1Pp3Pk/2B1QP2/P3K3/R7 b - - 5 32,h4h3,-1
4r3/1pp5/p1b5/8/1Pp3P1/2B1QP1k/P3K3/R7 w - - 6 33,c3e1,1
4r3/1pp5/p1b5/8/1Pp3P1/4QP1k/P3K3/R3B3 b - - 7 33,h3h2,-1
4r3/1pp5/p1b5/8/1Pp3P1/4QP2/P3K2k/R3B3 w - - 8 34,f3f4,1
4r3/1pp5/p1b5/8/1Pp2PP1/4Q3/P3K2k/R3B3 b - - 0 34,h2h1,-1
4r3/1pp5/p1b5/8/1Pp2PP1/4Q3/P3K3/R3B2k w - - 1 35,e3e4,1
4r3/1pp5/p1b5/8/1Pp1QPP1/8/P3K3/R3B2k b - - 2 35,h1h2,-1
4r3/1pp5/p1b5/8/1Pp1QPP1/8/P3K2k/R3B3 w - - 3 36,a1c1,1
4r3/1pp5/p1b5/8/1Pp1QPP1/8/P3K2k/2R1B3 b - - 4 36,h2h3,-1
4r3/1pp5/p1b5/8/1Pp1QPP1/7k/P3K3/2R1B3 w - - 5 37,c1c4,1
4r3/1pp5/p1b5/8/1PR1QPP1/7k/P3K3/4B3 b - - 0 37,h3g4,-1
4r3/1pp5/p1b5/8/1PR1QPk1/8/P3K3/4B3 w - - 0 38,e4e6,1
4r3/1pp5/p1b1Q3/8/1PR2Pk1/8/P3K3/4B3 b - - 1 38,g4h5,-1
4r3/1pp5/p1b1Q3/7k/1PR2P2/8/P3K3/4B3 w - - 2 39,e6e8,1
4Q3/1pp5/p1b5/7k/1PR2P2/8/P3K3/4B3 b - - 0 39,h5g4,-1
4Q3/1pp5/p1b5/8/1PR2Pk1/8/P3K3/4B3 w - - 1 40,e8e5,1
8/1pp5/p1b5/4Q3/1PR2Pk1/8/P3K3/4B3 b - - 2 40,g4h3,-1
8/1pp5/p1b5/4Q3/1PR2P2/7k/P3K3/4B3 w - - 3 41,e5e7,1
8/1pp1Q3/p1b5/8/1PR2P2/7k/P3K3/4B3 b - - 4 41,h3g4,-1
8/1pp1Q3/p1b5/8/1PR2Pk1/8/P3K3/4B3 w - - 5 42,e7h7,1
8/1pp4Q/p1b5/8/1PR2Pk1/8/P3K3/4B3 b - - 6 42,c6b5,-1
8/1pp4Q/p7/1b6/1PR2Pk1/8/P3K3/4B3 w - - 7 43,h7h2,1
8/1pp5/p7/1b6/1PR2Pk1/8/P3K2Q/4B3 b - - 8 43,b5c4,-1
8/1pp5/p7/8/1Pb2Pk1/8/P3K2Q/4B3 w - - 0 44,e2d2,1
8/1pp5/p7/8/1Pb2Pk1/8/P2K3Q/4B3 b - - 1 44,c4d5,-1
8/1pp5/p7/3b4/1P3Pk1/8/P2K3Q/4B3 w - - 2 45,e1f2,1
8/1pp5/p7/3b4/1P3Pk1/8/P2K1B1Q/8 b - - 3 45,d5e6,-1
8/1pp5/p3b3/8/1P3Pk1/8/P2K1B1Q/8 w - - 4 46,d2c1,1
8/1pp5/p3b3/8/1P3Pk1/8/P4B1Q/2K5 b - - 5 46,e6f5,-1
8/1pp5/p7/5b2/1P3Pk1/8/P4B1Q/2K5 w - - 6 47,h2g3,1
8/1pp5/p7/5b2/1P3Pk1/6Q1/P4B2/2K5 b - - 7 47,g4h5,-1
8/1pp5/p7/5b1k/1P3P2/6Q1/P4B2/2K5 w - - 8 48,g3g7,1
8/1pp3Q1/p7/5b1k/1P3P2/8/P4B2/2K5 b - - 9 48,f5g4,-1
8/1pp3Q1/p7/7k/1P3Pb1/8/P4B2/2K5 w - - 10 49,g7h7,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,-1
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d1h5,1
rnbqkbnr/pppp1ppp/8/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2,b8c6,-1
r1bqkbnr/pppp1ppp/2n5/4p2Q/4P3/8/PPPP1PPP/RNB1KBNR w KQkq - 2 3,h5f5,1
r1bqkbnr/pppp1ppp/2n5/4pQ2/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 3 3,g8f6,-1
r1bqkb1r/pppp1ppp/2n2n2/4pQ2/4P3/8/PPPP1PPP/RNB1KBNR w KQkq - 4 4,g1f3,1
r1bqkb1r/pppp1ppp/2n2n2/4pQ2/4P3/5N2/PPPP1PPP/RNB1KB1R b KQkq - 5 4,f8c5,-1
r1bqk2r/pppp1ppp/2n2n2/2b1pQ2/4P3/5N2/PPPP1PPP/RNB1KB1R w KQkq - 6 5,f3e5,1
r1bqk2r/pppp1ppp/2n2n2/2b1NQ2/4P3/8/PPPP1PPP/RNB1KB1R b KQkq - 0 5,c6e5,-1
r1bqk2r/pppp1ppp/5n2/2b1nQ2/4P3/8/PPPP1PPP/RNB1KB1R w KQkq - 0 6,d2d3,1
r1bqk2r/pppp1ppp/5n2/2b1nQ2/4P3/3P4/PPP2PPP/RNB1KB1R b KQkq - 0 6,e8g8,-1
r1bq1rk1/pppp1ppp/5n2/2b1nQ2/4P3/3P4/PPP2PPP/RNB1KB1R w KQ - 1 7,f1e2,1
r1bq1rk1/pppp1ppp/5n2/2b1nQ2/4P3/3P4/PPP1BPPP/RNB1K2R b KQ - 2 7,d7d5,-1
r1bq1rk1/ppp2ppp/5n2/2bpnQ2/4P3/3P4/PPP1BPPP/RNB1K2R w KQ - 0 8,c1h6,1
r1bq1rk1/ppp2ppp/5n1B/2bpnQ2/4P3/3P4/PPP1BPPP/RN2K2R b KQ - 1 8,g7h6,-1
r1bq1rk1/ppp2p1p/5n1p/2bpnQ2/4P3/3P4/PPP1BPPP/RN2K2R w KQ - 0 9,f5c8,1
r1Qq1rk1/ppp2p1p/5n1p/2bpn3/4P3/3P4/PPP1BPPP/RN2K2R b KQ - 0 9,d8c8,-1
r1q2rk1/ppp2p1p/5n1p/2bpn3/4P3/3P4/PPP1BPPP/RN2K2R w KQ - 0 10,e4d5,1
r1q2rk1/ppp2p1p/5n1p/2bPn3/8/3P4/PPP1BPPP/RN2K2R b KQ - 0 10,c8d7,-1
r4rk1/pppq1p1p/5n1p/2bPn3/8/3P4/PPP1BPPP/RN2K2R w KQ - 1 11,e1g1,1
r4rk1/pppq1p1p/5n1p/2bPn3/8/3P4/PPP1BPPP/RN3RK1 b - - 2 11,d7c6,-1
r4rk1/ppp2p1p/2q2n1p/2bPn3/8/3P4/PPP1BPPP/RN3RK1 w - - 3 12,d5c6,1
r4rk1/ppp2p1p/2P2n1p/2b1n3/8/3P4/PPP1BPPP/RN3RK1 b - - 0 12,b7c6,-1
r4rk1/p1p2p1p/2p2n1p/2b1n3/8/3P4/PPP1BPPP/RN3RK1 w - - 0 13,b1d2,1
r4rk1/p1p2p1p/2p2n1p/2b1n3/8/3P4/PPPNBPPP/R4RK1 b - - 1 13,a8d8,-1
3r1rk1/p1p2p1p/2p2n1p/2b1n3/8/3P4/PPPNBPPP/R4RK1 w - - 2 14,d2f3,1
3r1rk1/p1p2p1p/2p2n1p/2b1n3/8/3P1N2/PPP1BPPP/R4RK1 b - - 3 14,e5f3,-1
3r1rk1/p1p2p1p/2p2n1p/2b5/8/3P1n2/PPP1BPPP/R4RK1 w - - 0 15,e2f3,1
3r1rk1/p1p2p1p/2p2n1p/2b5/8/3P1B2/PPP2PPP/R4RK1 b - - 0 15,c5d6,-1
3r1rk1/p1p2p1p/2pb1n1p/8/8/3P1B2/PPP2PPP/R4RK1 w - - 1 16,f1e1,1
3r1rk1/p1p2p1p/2pb1n1p/8/8/3P1B2/PPP2PPP/R3R1K1 b - - 2 16,d6e7,-1
3r1rk1/p1p1bp1p/2p2n1p/8/8/3P1B2/PPP2PPP/R3R1K1 w - - 3 17,f3c6,1
3r1rk1/p1p1bp1p/2B2n1p/8/8/3P4/PPP2PPP/R3R1K1 b - - 0 17,f6e4,-1
3r1rk1/p1p1bp1p/2B4p/8/4n3/3P4/PPP2PPP/R3R1K1 w - - 1 18,d3e4,1
3r1rk1/p1p1bp1p/2B4p/8/4P3/8/PPP2PPP/R3R1K1 b - - 0 18,e7f6,-1
3r1rk1/p1p2p1p/2B2b1p/8/4P3/8/PPP2PPP/R3R1K1 w - - 1 19,c6a8,1
B2r1rk1/p1p2p1p/5b1p/8/4P3/8/PPP2PPP/R3R1K1 b - - 2 19,f6g5,-1
B2r1rk1/p1p2p1p/7p/6b1/4P3/8/PPP2PPP/R3R1K1 w - - 3 20,a8c6,1
3r1rk1/p1p2p1p/2B4p/6b1/4P3/8/PPP2PPP/R3R1K1 b - - 4 20,g5f4,-1
3r1rk1/p1p2p1p/2B4p/8/4Pb2/8/PPP2PPP/R3R1K1 w - - 5 21,c6a8,1
B2r1rk1/p1p2p1p/7p/8/4Pb2/8/PPP2PPP/R3R1K1 b - - 6 21,f4g3,-1
B2r1rk1/p1p2p1p/7p/8/4P3/6b1/PPP2PPP/R3R1K1 w - - 7 22,f2f4,1
B2r1rk1/p1p2p1p/7p/8/4PP2/6b1/PPP3PP/R3R1K1 b - - 0 22,g3f2,-1
B2r1rk1/p1p2p1p/7p/8/4PP2/8/PPP2bPP/R3R1K1 w - - 1 23,g1f2,1
B2r1rk1/p1p2p1p/7p/8/4PP2/8/PPP2KPP/R3R3 b - - 0 23,f7f6,-1
B2r1rk1/p1p4p/5p1p/8/4PP2/8/PPP2KPP/R3R3 w - - 0 24,a8d5,1
3r1rk1/p1p4p/5p1p/3B4/4PP2/8/PPP2KPP/R3R3 b - - 1 24,g8g7,-1
3r1r2/p1p3kp/5p1p/3B4/4PP2/8/PPP2KPP/R3R3 w - - 2 25,d5c4,1
3r1r2/p1p3kp/5p1p/8/2B1PP2/8/PPP2KPP/R3R3 b - - 3 25,f8e8,-1
3rr3/p1p3kp/5p1p/8/2B1PP2/8/PPP2KPP/R3R3 w - - 4 26,c4d5,1
3rr3/p1p3kp/5p1p/3B4/4PP2/8/PPP2KPP/R3R3 b - - 5 26,d8d6,-1
4r3/p1p3kp/3r1p1p/3B4/4PP2/8/PPP2KPP/R3R3 w - - 6 27,g2g3,1
4r3/p1p3kp/3r1p1p/3B4/4PP2/6P1/PPP2K1P/R3R3 b - - 0 27,d6d5,-1
4r3/p1p3kp/5p1p/3r4/4PP2/6P1/PPP2K1P/R3R3 w - - 0 28,e4d5,1
4r3/p1p3kp/5p1p/3P4/5P2/6P1/PPP2K1P/R3R3 b - - 0 28,g7g6,-1
4r3/p1p4p/5pkp/3P4/5P2/6P1/PPP2K1P/R3R3 w - - 1 29,a2a4,1
4r3/p1p4p/5pkp/3P4/P4P2/6P1/1PP2K1P/R3R3 b - - 0 29,f6f5,-1
4r3/p1p4p/6kp/3P1p2/P4P2/6P1/1PP2K1P/R3R3 w - - 0 30,d5d6,1
4r3/p1p4p/3P2kp/5p2/P4P2/6P1/1PP2K1P/R3R3 b - - 0 30,c7d6,-1
4r3/p6p/3p2kp/5p2/P4P2/6P1/1PP2K1P/R3R3 w - - 0 31,a1b1,1
4r3/p6p/3p2kp/5p2/P4P2/6P1/1PP2K1P/1R2R3 b - - 1 31,h6h5,-1
4r3/p6p/3p2k1/5p1p/P4P2/6P1/1PP2K1P/1R2R3 w - - 0 32,f2g2,1
4r3/p6p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R2R3 b - - 1 32,e8c8,-1
2r5/p6p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R2R3 w - - 2 33,e1d1,1
2r5/p6p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R1R4 b - - 3 33,c8b8,-1
1r6/p6p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R1R4 w - - 4 34,d1d4,1
1r6/p6p/3p2k1/5p1p/P2R1P2/6P1/1PP3KP/1R6 b - - 5 34,b8c8,-1
2r5/p6p/3p2k1/5p1p/P2R1P2/6P1/1PP3KP/1R6 w - - 6 35,d4b4,1
2r5/p6p/3p2k1/5p1p/PR3P2/6P1/1PP3KP/1R6 b - - 7 35,c8b8,-1
1r6/p6p/3p2k1/5p1p/PR3P2/6P1/1PP3KP/1R6 w - - 8 36,b4b7,1
1r6/pR5p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 b - - 9 36,b8c8,-1
2r5/pR5p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 w - - 10 37,b7a7,1
2r5/R6p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 b - - 0 37,c8b8,-1
1r6/R6p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 w - - 1 38,a7b7,1
1r6/1R5p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 b - - 2 38,b8c8,-1
2r5/1R5p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 w - - 3 39,b7a7,1
2r5/R6p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 b - - 4 39,c8b8,-1
1r6/R6p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 w - - 5 40,a7b7,1
1r6/1R5p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 b - - 6 40,b8c8,-1
2r5/1R5p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 w - - 7 41,b7a7,1
2r5/R6p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 b - - 8 41,c8b8,-1
1r6/R6p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 w - - 9 42,a7c7,1
1r6/2R4p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 b - - 10 42,b8a8,-1
r7/2R4p/3p2k1/5p1p/P4P2/6P1/1PP3KP/1R6 w - - 11 43,c7c4,1
r7/7p/3p2k1/5p1p/P1R2P2/6P1/1PP3KP/1R6 b - - 12 43,a8e8,-1
4r3/7p/3p2k1/5p1p/P1R2P2/6P1/1PP3KP/1R6 w - - 13 44,a4a5,1
4r3/7p/3p2k1/P4p1p/2R2P2/6P1/1PP3KP/1R6 b - - 0 44,e8c8,-1
2r5/7p/3p2k1/P4p1p/2R2P2/6P1/1PP3KP/1R6 w - - 1 45,g2f3,1
2r5/7p/3p2k1/P4p1p/2R2P2/5KP1/1PP4P/1R6 b - - 2 45,c8b8,-1
1r6/7p/3p2k1/P4p1p/2R2P2/5KP1/1PP4P/1R6 w - - 3 46,b2b3,1
1r6/7p/3p2k1/P4p1p/2R2P2/1P3KP1/2P4P/1R6 b - - 0 46,b8a8,-1
r7/7p/3p2k1/P4p1p/2R2P2/1P3KP1/2P4P/1R6 w - - 1 47,a5a6,1
r7/7p/P2p2k1/5p1p/2R2P2/1P3KP1/2P4P/1R6 b - - 0 47,a8e8,-1
4r3/7p/P2p2k1/5p1p/2R2P2/1P3KP1/2P4P/1R6 w - - 1 48,f3f2,1
4r3/7p/P2p2k1/5p1p/2R2P2/1P4P1/2P2K1P/1R6 b - - 2 48,e8c8,-1
2r5/7p/P2p2k1/5p1p/2R2P2/1P4P1/2P2K1P/1R6 w - - 3 49,g3g4,1
2r5/7p/P2p2k1/5p1p/2R2PP1/1P6/2P2K1P/1R6 b - - 0 49,h5g4,-1
2r5/7p/P2p2k1/5p2/2R2Pp1/1P6/2P2K1P/1R6 w - - 0 50,c4c8,1
2R5/7p/P2p2k1/5p2/5Pp1/1P6/2P2K1P/1R6 b - - 0 50,h7h5,-1
2R5/8/P2p2k1/5p1p/5Pp1/1P6/2P2K1P/1R6 w - - 0 51,f2e2,1
2R5/8/P2p2k1/5p1p/5Pp1/1P6/2P1K2P/1R6 b - - 1 51,h5h4,-1
2R5/8/P2p2k1/5p2/5Ppp/1P6/2P1K2P/1R6 w - - 0 52,e2e1,1
2R5/8/P2p2k1/5p2/5Ppp/1P6/2P4P/1R2K3 b - - 1 52,g6g7,-1
2R5/6k1/P2p4/5p2/5Ppp/1P6/2P4P/1R2K3 w - - 2 53,c8c4,1
8/6k1/P2p4/5p2/2R2Ppp/1P6/2P4P/1R2K3 b - - 3 53,g7f6,-1
8/8/P2p1k2/5p2/2R2Ppp/1P6/2P4P/1R2K3 w - - 4 54,c4c6,1
8/8/P1Rp1k2/5p2/5Ppp/1P6/2P4P/1R2K3 b - - 5 54,h4h3,-1
8/8/P1Rp1k2/5p2/5Pp1/1P5p/2P4P/1R2K3 w - - 0 55,c6c4,1
8/8/P2p1k2/5p2/2R2Pp1/1P5p/2P4P/1R2K3 b - - 1 55,f6g6,-1
8/8/P2p2k1/5p2/2R2Pp1/1P5p/2P4P/1R2K3 w - - 2 56,c4c6,1
8/8/P1Rp2k1/5p2/5Pp1/1P5p/2P4P/1R2K3 b - - 3 56,g6f7,-1
8/5k2/P1Rp4/5p2/5Pp1/1P5p/2P4P/1R2K3 w - - 4 57,c6c7,1
8/2R2k2/P2p4/5p2/5Pp1/1P5p/2P4P/1R2K3 b - - 5 57,f7e6,-1
8/2R5/P2pk3/5p2/5Pp1/1P5p/2P4P/1R2K3 w - - 6 58,c7c4,1
8/8/P2pk3/5p2/2R2Pp1/1P5p/2P4P/1R2K3 b - - 7 58,e6d5,-1
8/8/P2p4/3k1p2/2R2Pp1/1P5p/2P4P/1R2K3 w - - 8 59,c4c7,1
8/2R5/P2p4/3k1p2/5Pp1/1P5p/2P4P/1R2K3 b - - 9 59,d5e6,-1
8/2R5/P2pk3/5p2/5Pp1/1P5p/2P4P/1R2K3 w - - 10 60,c7c4,1
8/8/P2pk3/5p2/2R2Pp1/1P5p/2P4P/1R2K3 b - - 11 60,e6d5,-1
8/8/P2p4/3k1p2/2R2Pp1/1P5p/2P4P/1R2K3 w - - 12 61,c4c6,1
8/8/P1Rp4/3k1p2/5Pp1/1P5p/2P4P/1R2K3 b - - 13 61,d5e6,-1
8/8/P1Rpk3/5p2/5Pp1/1P5p/2P4P/1R2K3 w - - 14 62,e1d1,1
8/8/P1Rpk3/5p2/5Pp1/1P5p/2P4P/1R1K4 b - - 15 62,e6d5,-1
8/8/P1Rp4/3k1p2/5Pp1/1P5p/2P4P/1R1K4 w - - 16 63,b1a1,1
8/8/P1Rp4/3k1p2/5Pp1/1P5p/2P4P/R2K4 b - - 17 63,d5e6,-1
8/8/P1Rpk3/5p2/5Pp1/1P5p/2P4P/R2K4 w - - 18 64,c6c7,1
8/2R5/P2pk3/5p2/5Pp1/1P5p/2P4P/R2K4 b - - 19 64,e6d5,-1
8/2R5/P2p4/3k1p2/5Pp1/1P5p/2P4P/R2K4 w - - 20 65,c7g7,1
8/6R1/P2p4/3k1p2/5Pp1/1P5p/2P4P/R2K4 b - - 21 65,d5e4,-1
8/6R1/P2p4/5p2/4kPp1/1P5p/2P4P/R2K4 w - - 22 66,a1c1,1
8/6R1/P2p4/5p2/4kPp1/1P5p/2P4P/2RK4 b - - 23 66,e4e3,-1
8/6R1/P2p4/5p2/5Pp1/1P2k2p/2P4P/2RK4 w - - 24 67,g7d7,1
8/3R4/P2p4/5p2/5Pp1/1P2k2p/2P4P/2RK4 b - - 25 67,e3f4,-1
8/3R4/P2p4/5p2/5kp1/1P5p/2P4P/2RK4 w - - 0 68,d7c7,1
8/2R5/P2p4/5p2/5kp1/1P5p/2P4P/2RK4 b - - 1 68,f4f3,-1
8/2R5/P2p4/5p2/6p1/1P3k1p/2P4P/2RK4 w - - 2 69,c7f7,1
8/5R2/P2p4/5p2/6p1/1P3k1p/2P4P/2RK4 b - - 3 69,f3f2,-1
8/5R2/P2p4/5p2/6p1/1P5p/2P2k1P/2RK4 w - - 4 70,a6a7,1
8/P4R2/3p4/5p2/6p1/1P5p/2P2k1P/2RK4 b - - 0 70,f2g2,-1
8/P4R2/3p4/5p2/6p1/1P5p/2P3kP/2RK4 w - - 1 71,f7h7,1
8/P6R/3p4/5p2/6p1/1P5p/2P3kP/2RK4 b - - 2 71,g2f3,-1
8/P6R/3p4/5p2/6p1/1P3k1p/2P4P/2RK4 w - - 3 72,h7g7,1
8/P5R1/3p4/5p2/6p1/1P3k1p/2P4P/2RK4 b - - 4 72,f3f2,-1
8/P5R1/3p4/5p2/6p1/1P5p/2P2k1P/2RK4 w - - 5 73,b3b4,1
8/P5R1/3p4/5p2/1P4p1/7p/2P2k1P/2RK4 b - - 0 73,f2g2,-1
8/P5R1/3p4/5p2/1P4p1/7p/2P3kP/2RK4 w - - 1 74,g7h7,1
8/P6R/3p4/5p2/1P4p1/7p/2P3kP/2RK4 b - - 2 74,g2f3,-1
8/P6R/3p4/5p2/1P4p1/5k1p/2P4P/2RK4 w - - 3 75,b4b5,1
8/P6R/3p4/1P3p2/6p1/5k1p/2P4P/2RK4 b - - 0 75,f3f2,-1
8/P6R/3p4/1P3p2/6p1/7p/2P2k1P/2RK4 w - - 1 76,b5b6,1
8/P6R/1P1p4/5p2/6p1/7p/2P2k1P/2RK4 b - - 0 76,f2g2,-1
8/P6R/1P1p4/5p2/6p1/7p/2P3kP/2RK4 w - - 1 77,d1e2,1
8/P6R/1P1p4/5p2/6p1/7p/2P1K1kP/2R5 b - - 2 77,g2h2,-1
8/P6R/1P1p4/5p2/6p1/7p/2P1K2k/2R5 w - - 0 78,c1g1,1
8/P6R/1P1p4/5p2/6p1/7p/2P1K2k/6R1 b - - 1 78,h2g1,-1
8/P6R/1P1p4/5p2/6p1/7p/2P1K3/6k1 w - - 0 79,h7g7,1
8/P5R1/1P1p4/5p2/6p1/7p/2P1K3/6k1 b - - 1 79,g1g2,-1
8/P5R1/1P1p4/5p2/6p1/7p/2P1K1k1/8 w - - 2 80,e2e1,1
8/P5R1/1P1p4/5p2/6p1/7p/2P3k1/4K3 b - - 3 80,h3h2,-1
8/P5R1/1P1p4/5p2/6p1/8/2P3kp/4K3 w - - 0 81,g7h7,1
8/P6R/1P1p4/5p2/6p1/8/2P3kp/4K3 b - - 1 81,g2g1,-1
8/P6R/1P1p4/5p2/6p1/8/2P4p/4K1k1 w - - 2 82,b6b7,1
8/PP5R/3p4/5p2/6p1/8/2P4p/4K1k1 b - - 0 82,g1h1,-1
8/PP5R/3p4/5p2/6p1/8/2P4p/4K2k w - - 1 83,e1f1,1
8/PP5R/3p4/5p2/6p1/8/2P4p/5K1k b - - 2 83,f5f4,-1
8/PP5R/3p4/8/5pp1/8/2P4p/5K1k w - - 0 84,h7g7,1
8/PP4R1/3p4/8/5pp1/8/2P4p/5K1k b - - 1 84,g4g3,-1
8/PP4R1/3p4/8/5p2/6p1/2P4p/5K1k w - - 0 85,b7b8b,1
1B6/P5R1/3p4/8/5p2/6p1/2P4p/5K1k b - - 0 85,g3g2,-1
1B6/P5R1/3p4/8/5p2/8/2P3pp/5K1k w - - 0 86,f1f2,1
1B6/P5R1/3p4/8/5p2/8/2P2Kpp/7k b - - 1 86,f4f3,-1
1B6/P5R1/3p4/8/8/5p2/2P2Kpp/7k w - - 0 87,g7h7,1
1B6/P6R/3p4/8/8/5p2/2P2Kpp/7k b - - 1 87,d6d5,-1
1B6/P6R/8/3p4/8/5p2/2P2Kpp/7k w - - 0 88,h7h6,1
1B6/P7/7R/3p4/8/5p2/2P2Kpp/7k b - - 1 88,d5d4,-1
1B6/P7/7R/8/3p4/5p2/2P2Kpp/7k w - - 0 89,h6c6,1
1B6/P7/2R5/8/3p4/5p2/2P2Kpp/7k b - - 1 89,d4d3,-1
1B6/P7/2R5/8/8/3p1p2/2P2Kpp/7k w - - 0 90,b8c7,1
8/P1B5/2R5/8/8/3p1p2/2P2Kpp/7k b - - 1 90,d3c2,-1
8/P1B5/2R5/8/8/5p2/2p2Kpp/7k w - - 0 91,c7e5,1
8/P7/2R5/4B3/8/5p2/2p2Kpp/7k b - - 1 91,g2g1b,-1
8/P7/2R5/4B3/8/5p2/2p2K1p/6bk w - - 0 92,f2f1,1
8/P7/2R5/4B3/8/5p2/2p4p/5Kbk b - - 1 92,g1f2,-1
8/P7/2R5/4B3/8/5p2/2p2b1p/5K1k w - - 2 93,c6c7,1
8/P1R5/8/4B3/8/5p2/2p2b1p/5K1k b - - 3 93,f2g3,-1
8/P1R5/8/4B3/8/5pb1/2p4p/5K1k w - - 4 94,c7g7,1
8/P5R1/8/4B3/8/5pb1/2p4p/5K1k b - - 5 94,g3e5,-1
8/P5R1/8/4b3/8/5p2/2p4p/5K1k w - - 0 95,g7c7,1
8/P1R5/8/4b3/8/5p2/2p4p/5K1k b - - 1 95,e5f6,-1
8/P1R5/5b2/8/8/5p2/2p4p/5K1k w - - 2 96,c7d7,1
